File Name,Original Size (bytes),Compressed Size (bytes)
dailymail_2650.txt,4068,1593
dailymail_2652.txt,8201,3786
dailymail_2654.txt,7196,3393
dailymail_2656.txt,7734,3612
dailymail_2658.txt,6189,2695
dailymail_266.txt,7008,2788
dailymail_2660.txt,6189,2695
dailymail_2662.txt,3487,1541
dailymail_2664.txt,7448,2685
dailymail_2666.txt,7448,2685
dailymail_2668.txt,9475,4465
dailymail_2670.txt,3380,1642
dailymail_2672.txt,4601,2303
dailymail_2674.txt,1756,869
dailymail_2676.txt,4289,1576
dailymail_2678.txt,8574,4023
dailymail_268.txt,8419,3699
dailymail_2680.txt,4165,1888
dailymail_2682.txt,6987,2869
dailymail_2684.txt,7386,3080
dailymail_2686.txt,7386,3080
dailymail_2688.txt,6973,2333
dailymail_2690.txt,9147,3531
dailymail_2692.txt,2918,1264
dailymail_2694.txt,2918,1264
dailymail_2696.txt,5307,2257
dailymail_2698.txt,4609,1984
dailymail_270.txt,3676,1723
dailymail_2700.txt,5839,2521
dailymail_2702.txt,3970,1320
dailymail_2704.txt,4827,2239
dailymail_2706.txt,7876,3655
dailymail_2708.txt,7876,3655
dailymail_2710.txt,5606,2425
dailymail_2712.txt,8244,3968
dailymail_2714.txt,10351,4319
dailymail_2716.txt,3755,1388
dailymail_2718.txt,3755,1388
dailymail_272.txt,3676,1723
dailymail_2720.txt,7238,3196
dailymail_2722.txt,8698,4030
dailymail_2724.txt,17673,8000
dailymail_2726.txt,13380,5209
dailymail_2728.txt,3376,1533
dailymail_2730.txt,13544,5310
dailymail_2732.txt,5653,2458
dailymail_2734.txt,5653,2458
dailymail_2736.txt,8211,3515
dailymail_2738.txt,5866,2593
dailymail_274.txt,4392,1866
dailymail_2740.txt,3771,1696
dailymail_2742.txt,3204,1435
dailymail_2744.txt,949,513
dailymail_2746.txt,5782,2490
dailymail_2748.txt,5782,2490
dailymail_2750.txt,2863,1296
dailymail_2752.txt,2790,1453
dailymail_2754.txt,7153,2882
dailymail_2756.txt,6792,3309
dailymail_2758.txt,7582,2568
dailymail_276.txt,3288,1431
dailymail_2760.txt,2551,1092
dailymail_2762.txt,3997,1881
dailymail_2764.txt,8042,3081
dailymail_2766.txt,6488,2587
dailymail_2768.txt,2545,1209
dailymail_2770.txt,9146,4189
dailymail_2772.txt,7098,3321
dailymail_2774.txt,2129,1062
dailymail_2776.txt,2129,1062
dailymail_2778.txt,9030,3868
dailymail_278.txt,11294,4889
dailymail_2780.txt,4268,2125
dailymail_2782.txt,2717,1130
dailymail_2784.txt,9057,3779
dailymail_2786.txt,7936,3224
dailymail_2788.txt,4930,2032
dailymail_2790.txt,3648,1468
dailymail_2792.txt,2818,1213
dailymail_2794.txt,2314,1144
dailymail_2796.txt,3339,1432
dailymail_2798.txt,4451,2093
dailymail_28.txt,1418,724
dailymail_280.txt,15737,6935
dailymail_2800.txt,4319,1825
dailymail_2802.txt,4319,1825
dailymail_2804.txt,4472,2064
dailymail_2806.txt,5135,2312
dailymail_2808.txt,5135,2312
dailymail_2810.txt,9105,4025
dailymail_2812.txt,5940,2238
dailymail_2814.txt,3527,1572
dailymail_2816.txt,6059,2586
dailymail_2818.txt,6059,2586
dailymail_282.txt,13603,5738
dailymail_2820.txt,3973,1751
dailymail_2822.txt,7008,2789
dailymail_2824.txt,8551,3110
dailymail_2826.txt,13856,5059
dailymail_2828.txt,3378,1554
dailymail_2830.txt,5557,2412
dailymail_2832.txt,5782,2288
dailymail_2834.txt,8810,3493
dailymail_2836.txt,8810,3493
dailymail_2838.txt,4528,1643
dailymail_284.txt,7016,2649
dailymail_2840.txt,6153,2791
dailymail_2842.txt,4207,1821
dailymail_2844.txt,4507,2011
dailymail_2846.txt,15663,5667
dailymail_2848.txt,15663,5667
dailymail_2850.txt,2167,1066
dailymail_2852.txt,2256,1107
dailymail_2854.txt,3957,1716
dailymail_2856.txt,2035,945
dailymail_2858.txt,6571,2596
dailymail_286.txt,9207,3837
dailymail_2860.txt,5013,2258
dailymail_2862.txt,7731,3483
dailymail_2864.txt,20751,8400
dailymail_2866.txt,20751,8400
dailymail_2868.txt,8235,3644
dailymail_2870.txt,5555,2344
dailymail_2872.txt,4199,2026
dailymail_2874.txt,3991,1891
dailymail_2876.txt,7570,2848
dailymail_2878.txt,4907,2193
dailymail_288.txt,11396,5063
dailymail_2880.txt,3310,1421
dailymail_2882.txt,3916,1545
dailymail_2884.txt,7812,3167
dailymail_2886.txt,11050,4067
dailymail_2888.txt,4480,2060
dailymail_2890.txt,3659,1726
dailymail_2892.txt,6247,2392
dailymail_2894.txt,7451,3433
dailymail_2896.txt,3726,1580
dailymail_2898.txt,4367,1598
dailymail_290.txt,1909,896
dailymail_2900.txt,8145,3247
dailymail_2902.txt,3569,1605
dailymail_2904.txt,6018,2620
dailymail_2906.txt,8187,3189
dailymail_2908.txt,3580,1511
dailymail_2910.txt,1536,854
dailymail_2912.txt,2781,1077
dailymail_2914.txt,12408,4379
dailymail_2916.txt,7786,3296
dailymail_2918.txt,3836,1562
dailymail_292.txt,2736,1318
dailymail_2920.txt,5099,2145
dailymail_2922.txt,4937,2138
dailymail_2924.txt,4181,1831
dailymail_2926.txt,3928,1696
dailymail_2928.txt,6395,2883
dailymail_2930.txt,3877,1325
dailymail_2932.txt,9544,4050
dailymail_2934.txt,12635,4980
dailymail_2936.txt,3385,1610
dailymail_2938.txt,7044,3051
dailymail_294.txt,4458,1747
dailymail_2940.txt,6814,2979
dailymail_2942.txt,23737,9012
dailymail_2944.txt,6458,2902
dailymail_2946.txt,6299,2803
dailymail_2948.txt,8843,3797
dailymail_2950.txt,8843,3797
dailymail_2952.txt,5845,2435
dailymail_2954.txt,3692,1729
dailymail_2956.txt,6860,3038
dailymail_2958.txt,9763,4329
dailymail_296.txt,8184,3570
dailymail_2960.txt,11593,5226
dailymail_2962.txt,4146,1907
dailymail_2964.txt,3348,1297
dailymail_2966.txt,4207,1579
dailymail_2968.txt,2375,937
dailymail_2970.txt,8559,3698
dailymail_2972.txt,3984,1514
dailymail_2974.txt,5754,2345
dailymail_2976.txt,4619,1593
dailymail_2978.txt,3655,1519
dailymail_298.txt,10219,4269
dailymail_2980.txt,2172,1051
dailymail_2982.txt,5826,2630
dailymail_2984.txt,3167,1218
dailymail_2986.txt,5121,1893
dailymail_2988.txt,4770,1549
dailymail_2990.txt,4189,1807
dailymail_2992.txt,5760,1951
dailymail_2994.txt,6447,2682
dailymail_2996.txt,3504,1520
dailymail_2998.txt,3458,1534
dailymail_30.txt,3235,1683
dailymail_300.txt,2970,1461
dailymail_3000.txt,3799,1632
dailymail_3002.txt,7827,3367
dailymail_3004.txt,5020,2295
dailymail_3006.txt,13089,5282
dailymail_3008.txt,7252,2553
dailymail_3010.txt,2166,1106
dailymail_3012.txt,5894,2754
dailymail_3014.txt,5103,1749
dailymail_3016.txt,3371,1389
dailymail_3018.txt,4061,1763
dailymail_302.txt,930,527
dailymail_3020.txt,2942,1439
dailymail_3022.txt,5392,2497
dailymail_3024.txt,4786,1608
dailymail_3026.txt,5967,2748
dailymail_3028.txt,5745,2485
dailymail_3030.txt,7056,3109
dailymail_3032.txt,6620,2708
dailymail_3034.txt,10419,4275
dailymail_3036.txt,3410,1406
dailymail_3038.txt,6388,2434
dailymail_304.txt,8440,3714
dailymail_3040.txt,4571,2048
dailymail_3042.txt,7364,3440
dailymail_3044.txt,6257,2986
dailymail_3046.txt,6257,2986
dailymail_3048.txt,3216,1378
dailymail_3050.txt,2662,1350
dailymail_3054.txt,6663,2929
dailymail_3056.txt,5027,2353
dailymail_3058.txt,6235,2989
dailymail_306.txt,8440,3714
dailymail_3060.txt,4617,2249
dailymail_3062.txt,2311,1198
dailymail_3064.txt,1259,690
dailymail_3068.txt,7130,2787
dailymail_3070.txt,9255,3851
dailymail_3072.txt,4627,2159
dailymail_3074.txt,11950,5132
dailymail_3076.txt,2779,1301
dailymail_3078.txt,722,450
dailymail_308.txt,7435,2865
dailymail_3080.txt,2007,1078
dailymail_3082.txt,19255,6524
dailymail_3084.txt,7637,3127
dailymail_3086.txt,1480,836
dailymail_3088.txt,1462,758
dailymail_3090.txt,4396,2174
dailymail_3092.txt,10507,4212
dailymail_3094.txt,5092,2354
dailymail_3096.txt,7917,3292
dailymail_3098.txt,10694,4367
dailymail_310.txt,6132,2662
dailymail_3100.txt,2311,1198
dailymail_3102.txt,1644,890
dailymail_3104.txt,3487,1805
dailymail_3106.txt,4617,2249
dailymail_3108.txt,11465,4624
dailymail_3110.txt,2170,1067
dailymail_3112.txt,11290,4485
dailymail_3114.txt,7998,3238
dailymail_3116.txt,3647,1818
dailymail_3118.txt,3647,1818
dailymail_312.txt,10624,4226
dailymail_3120.txt,5633,2404
dailymail_3122.txt,7841,3655
dailymail_3124.txt,6004,2835
dailymail_3126.txt,4341,2058
dailymail_3128.txt,4709,2043
dailymail_3130.txt,4061,2044
dailymail_3132.txt,3400,1731
dailymail_3134.txt,10507,4212
dailymail_3136.txt,4106,1938
dailymail_3138.txt,4106,1938
dailymail_314.txt,2719,1260
dailymail_3140.txt,13152,5777
dailymail_3142.txt,1698,934
dailymail_3144.txt,3429,1644
dailymail_3146.txt,3280,1635
dailymail_3148.txt,1259,690
dailymail_3150.txt,3140,1484
dailymail_3152.txt,1098,672
dailymail_3154.txt,9461,4199
dailymail_3156.txt,1343,714
dailymail_3158.txt,6801,2956
dailymail_316.txt,2719,1260
dailymail_3160.txt,5761,2555
dailymail_3162.txt,16368,6301
dailymail_3164.txt,10975,4269
dailymail_3166.txt,7738,3361
dailymail_3168.txt,7917,3292
dailymail_3170.txt,5451,2275
dailymail_3172.txt,6075,2818
dailymail_3174.txt,4815,2133
dailymail_3176.txt,3356,1515
dailymail_3178.txt,4160,1660
dailymail_318.txt,6192,2784
dailymail_3180.txt,6948,2786
dailymail_3182.txt,4894,1992
dailymail_3184.txt,7250,3080
dailymail_3186.txt,3391,1507
dailymail_3188.txt,8656,3448
dailymail_3190.txt,15435,6117
dailymail_3192.txt,15435,6117
dailymail_3194.txt,4576,2082
dailymail_3196.txt,4937,2235
dailymail_3198.txt,2386,1079
dailymail_32.txt,7197,3344
dailymail_320.txt,7882,3317
dailymail_3200.txt,6488,2652
dailymail_3202.txt,2351,1159
dailymail_3204.txt,8660,3652
dailymail_3206.txt,19566,7603
dailymail_3208.txt,2313,1186
dailymail_3210.txt,1086,656
dailymail_3212.txt,1166,705
dailymail_3214.txt,869,508
dailymail_3216.txt,1180,652
dailymail_3218.txt,3645,1570
dailymail_322.txt,7882,3317
dailymail_3220.txt,3367,1637
dailymail_3222.txt,3678,1696
dailymail_3224.txt,14183,5114
dailymail_3226.txt,5313,2378
dailymail_3228.txt,7361,3443
dailymail_3230.txt,5713,2345
dailymail_3232.txt,2692,1331
dailymail_3234.txt,6398,2844
dailymail_3236.txt,6710,2879
dailymail_3238.txt,1497,847
dailymail_324.txt,6448,2565
dailymail_3240.txt,3122,1344
dailymail_3242.txt,13596,5400
dailymail_3244.txt,4680,2110
dailymail_3246.txt,12579,5077
dailymail_3248.txt,8156,3190
dailymail_3250.txt,4725,2367
dailymail_3252.txt,7292,3485
dailymail_3254.txt,8030,3693
dailymail_3256.txt,4590,2196
dailymail_3258.txt,1806,987
dailymail_326.txt,4134,1684
dailymail_3260.txt,6459,2707
dailymail_3262.txt,5097,2319
dailymail_3264.txt,8538,3471
dailymail_3266.txt,7852,3254
dailymail_3268.txt,5414,2446
dailymail_3270.txt,3086,1533
dailymail_3272.txt,3144,1621
dailymail_3274.txt,3952,1987
dailymail_3276.txt,4823,2346
dailymail_3278.txt,4606,2276
dailymail_328.txt,4134,1684
dailymail_3280.txt,3664,1782
dailymail_3282.txt,3616,1825
dailymail_3284.txt,3614,1727
dailymail_3286.txt,3542,1771
dailymail_3288.txt,3615,1776
dailymail_3290.txt,5530,2494
dailymail_3292.txt,2286,1135
dailymail_3294.txt,6550,2715
dailymail_3296.txt,7929,3241
dailymail_3298.txt,3408,1570
dailymail_330.txt,2913,1256
dailymail_3300.txt,3432,1492
dailymail_3302.txt,2082,971
dailymail_3304.txt,4801,2182
dailymail_3306.txt,4801,2182
dailymail_3308.txt,10721,4056
dailymail_3310.txt,3923,1898
dailymail_3312.txt,4053,1784
dailymail_3314.txt,3415,1541
dailymail_3316.txt,4516,1972
dailymail_3318.txt,5277,1588
dailymail_332.txt,8603,3852
dailymail_3320.txt,6612,2845
dailymail_3322.txt,4894,1992
dailymail_3324.txt,6214,1911
dailymail_3326.txt,8848,3850
dailymail_3328.txt,4091,2069
dailymail_3330.txt,5437,2492
dailymail_3332.txt,3834,1435
dailymail_3334.txt,7308,2241
dailymail_3336.txt,3941,1725
dailymail_3338.txt,3941,1725
dailymail_334.txt,3475,1487
dailymail_3340.txt,6482,2583
dailymail_3342.txt,5190,2132
dailymail_3344.txt,5123,1862
dailymail_3346.txt,4981,2218
dailymail_3348.txt,8376,3258
dailymail_3350.txt,10080,4691
dailymail_3352.txt,6144,2791
dailymail_3354.txt,5416,2631
dailymail_3356.txt,3990,1647
dailymail_3358.txt,5511,2078
dailymail_336.txt,9544,4228
dailymail_3360.txt,5511,2078
dailymail_3362.txt,4843,2129
dailymail_3364.txt,6257,2699
dailymail_3366.txt,6676,2520
dailymail_3368.txt,6676,2520
dailymail_3370.txt,3172,1449
dailymail_3372.txt,2998,1383
dailymail_3374.txt,3744,1732
dailymail_3376.txt,5086,2129
dailymail_3378.txt,5752,2330
dailymail_338.txt,5027,2352
dailymail_3380.txt,5233,2222
dailymail_3382.txt,6199,2625
dailymail_3384.txt,4196,1888
dailymail_3386.txt,5090,2368
dailymail_3388.txt,5360,2447
dailymail_3390.txt,4453,1906
dailymail_3392.txt,4009,1628
dailymail_3394.txt,3850,1790
dailymail_3396.txt,5498,2248
dailymail_3398.txt,2342,997
dailymail_34.txt,2223,1066
dailymail_340.txt,6613,2903
dailymail_3400.txt,7720,3075
dailymail_3402.txt,7158,2962
dailymail_3404.txt,2979,1366
dailymail_3406.txt,12399,4758
dailymail_3408.txt,16811,5931
dailymail_3410.txt,7361,2968
dailymail_3412.txt,7287,2741
dailymail_3414.txt,8752,3602
dailymail_3416.txt,8752,3602
dailymail_3418.txt,13528,5203
dailymail_342.txt,3694,1789
dailymail_3420.txt,12943,5052
dailymail_3422.txt,12943,5052
dailymail_3424.txt,4590,1927
dailymail_3426.txt,3315,1595
dailymail_3428.txt,12314,5830
dailymail_3430.txt,8366,4089
dailymail_3432.txt,4016,1951
dailymail_3434.txt,9669,4337
dailymail_3436.txt,4830,2385
dailymail_3438.txt,11516,4981
dailymail_344.txt,7214,3075
dailymail_3440.txt,11516,4981
dailymail_3442.txt,2808,1460
dailymail_3444.txt,2812,1384
dailymail_3446.txt,4111,2068
dailymail_3448.txt,6785,3290
dailymail_3450.txt,12888,6231
dailymail_3452.txt,4638,2142
dailymail_3454.txt,5645,2411
dailymail_3456.txt,6032,2819
dailymail_3458.txt,3643,1618
dailymail_346.txt,8178,3209
dailymail_3460.txt,3476,1143
dailymail_3462.txt,5185,2138
dailymail_3464.txt,2424,1266
dailymail_3466.txt,1714,931
dailymail_3468.txt,4911,2171
dailymail_3470.txt,4880,2239
dailymail_3472.txt,2547,1168
dailymail_3474.txt,2438,1182
dailymail_3476.txt,5503,2306
dailymail_3478.txt,2187,1052
dailymail_348.txt,5662,2629
dailymail_3480.txt,1126,613
dailymail_3482.txt,3085,1447
dailymail_3484.txt,5027,2353
dailymail_3486.txt,5039,2418
dailymail_3488.txt,3199,1474
dailymail_3490.txt,5864,2409
dailymail_3492.txt,2661,1297
dailymail_3494.txt,4154,1922
dailymail_3496.txt,2496,1177
dailymail_3498.txt,3437,1514
dailymail_350.txt,7680,3645
dailymail_3500.txt,3437,1514
dailymail_3502.txt,2064,898
dailymail_3504.txt,3282,1362
dailymail_3506.txt,2430,1199
dailymail_3508.txt,2144,1030
dailymail_3510.txt,3141,1300
dailymail_3512.txt,2488,1105
dailymail_3514.txt,2488,1105
dailymail_3516.txt,2726,1168
dailymail_3518.txt,6539,3120
dailymail_352.txt,9255,3850
dailymail_3520.txt,3597,1524
dailymail_3522.txt,3819,1704
dailymail_3524.txt,6573,2743
dailymail_3526.txt,5025,2260
dailymail_3528.txt,7053,2687
dailymail_3530.txt,3919,1942
dailymail_3532.txt,3810,1765
dailymail_3534.txt,5354,2314
dailymail_3536.txt,2984,1309
dailymail_3538.txt,2321,1090
dailymail_354.txt,7130,2786
dailymail_3540.txt,6455,2218
dailymail_3542.txt,3425,1536
dailymail_3544.txt,3723,1774
dailymail_3546.txt,3243,1400
dailymail_3548.txt,2610,1083
dailymail_3550.txt,2232,1024
dailymail_3552.txt,1866,844
dailymail_3554.txt,8149,3488
dailymail_3556.txt,5512,2313
dailymail_3558.txt,2675,1170
dailymail_356.txt,18434,8291
dailymail_3560.txt,2693,1185
dailymail_3562.txt,3614,1725
dailymail_3564.txt,1967,951
dailymail_3566.txt,6264,2830
dailymail_3568.txt,2662,1095
dailymail_3570.txt,8710,4011
dailymail_3572.txt,1603,704
dailymail_3574.txt,5374,1960
dailymail_3576.txt,4169,1661
dailymail_3578.txt,2485,1129
dailymail_358.txt,6427,2861
dailymail_3580.txt,3924,1652
dailymail_3582.txt,4591,1723
dailymail_3584.txt,5586,2115
dailymail_3586.txt,3338,1651
dailymail_3588.txt,7341,2844
dailymail_3590.txt,3171,1266
dailymail_3592.txt,4327,1614
dailymail_3594.txt,3000,1373
dailymail_3596.txt,3968,1891
dailymail_3598.txt,4805,2030
dailymail_36.txt,7355,3591
dailymail_360.txt,5127,2353
dailymail_3600.txt,2129,1078
dailymail_3602.txt,11848,4652
dailymail_3604.txt,3999,1721
dailymail_3606.txt,2789,1193
dailymail_3608.txt,5336,2367
dailymail_3610.txt,2335,1127
dailymail_3612.txt,6264,2830
dailymail_3614.txt,9010,3801
dailymail_3616.txt,8589,3632
dailymail_3618.txt,1017,537
dailymail_362.txt,3317,1422
dailymail_3620.txt,2913,1152
dailymail_3622.txt,3476,1689
dailymail_3624.txt,4429,2158
dailymail_3626.txt,3934,1860
dailymail_3628.txt,2436,1186
dailymail_3630.txt,10872,4233
dailymail_3632.txt,2569,1287
dailymail_3634.txt,6057,2508
dailymail_3636.txt,6057,2508
dailymail_3638.txt,2704,1172
dailymail_364.txt,6228,2764
dailymail_3640.txt,9817,4135
dailymail_3642.txt,9817,4135
dailymail_3644.txt,6700,2783
dailymail_3646.txt,4964,1904
dailymail_3648.txt,2856,1376
dailymail_3650.txt,10376,3490
dailymail_3652.txt,4056,1507
dailymail_3654.txt,4091,1864
dailymail_3656.txt,5336,2018
dailymail_3658.txt,7241,3314
dailymail_366.txt,6228,2764
dailymail_3660.txt,16803,6411
dailymail_3662.txt,3045,1216
dailymail_3664.txt,2255,1175
dailymail_3666.txt,7641,2948
dailymail_3668.txt,5615,2393
dailymail_3670.txt,2999,1362
dailymail_3672.txt,5152,2195
dailymail_3674.txt,3886,1647
dailymail_3676.txt,2640,1079
dailymail_3678.txt,4776,1866
dailymail_368.txt,2831,1055
dailymail_3680.txt,3478,1422
dailymail_3682.txt,6401,2921
dailymail_3684.txt,7775,3589
dailymail_3686.txt,2206,945
dailymail_3688.txt,3529,1468
dailymail_3690.txt,6094,2770
dailymail_3692.txt,3305,1363
dailymail_3694.txt,3146,1431
dailymail_3696.txt,3797,1525
dailymail_3698.txt,8351,2626
dailymail_370.txt,5466,2653
dailymail_3700.txt,2758,1136
dailymail_3702.txt,7787,2785
dailymail_3704.txt,3748,1501
dailymail_3706.txt,9073,3586
dailymail_3708.txt,5691,2300
dailymail_3710.txt,2731,1198
dailymail_3712.txt,3511,1838
dailymail_3714.txt,3223,1440
dailymail_3716.txt,4612,2092
dailymail_3718.txt,7917,3187
dailymail_372.txt,9780,4473
dailymail_3720.txt,41274,11365
dailymail_3722.txt,3033,1568
dailymail_3724.txt,4467,2101
dailymail_3726.txt,13776,3863
dailymail_3728.txt,3125,1566
dailymail_3730.txt,2113,965
dailymail_3732.txt,4568,1735
dailymail_3734.txt,2970,1006
dailymail_3736.txt,4812,1827
dailymail_3738.txt,4812,1827
dailymail_374.txt,7486,3363
dailymail_3740.txt,7053,3067
dailymail_3742.txt,7593,3277
dailymail_3744.txt,6386,2872
dailymail_3746.txt,8105,3678
dailymail_3748.txt,11515,4848
dailymail_3750.txt,6112,2516
dailymail_3752.txt,4276,1952
dailymail_3754.txt,4276,1952
dailymail_3756.txt,5408,2202
dailymail_3758.txt,4890,2149
dailymail_376.txt,6218,2835
dailymail_3760.txt,8826,3853
dailymail_3762.txt,4199,2026
dailymail_3764.txt,4853,2083
dailymail_3766.txt,2313,1186
dailymail_3778.txt,5517,2328
dailymail_378.txt,1604,641
dailymail_3780.txt,5020,1920
dailymail_3782.txt,5020,1920
dailymail_3784.txt,4284,1741
dailymail_3786.txt,3292,1569
dailymail_3788.txt,5232,2186
dailymail_3790.txt,5232,2186
dailymail_3792.txt,6839,2968
dailymail_3794.txt,7083,2991
dailymail_3796.txt,6693,2688
dailymail_3798.txt,3375,1429
dailymail_38.txt,3591,1720
dailymail_380.txt,1604,641
dailymail_3800.txt,4358,1979
dailymail_3802.txt,4358,1979
dailymail_3804.txt,6928,3011
dailymail_3806.txt,4493,1736
dailymail_3808.txt,2697,1247
dailymail_3810.txt,2697,1247
dailymail_3812.txt,4868,1986
dailymail_3814.txt,4774,2072
dailymail_3816.txt,6536,2904
dailymail_3818.txt,6243,2606
dailymail_382.txt,8773,3823
dailymail_3820.txt,6243,2606
dailymail_3822.txt,6524,2720
dailymail_3824.txt,4790,2080
dailymail_3826.txt,7442,2960
dailymail_3828.txt,7442,2960
dailymail_3830.txt,2433,1097
dailymail_3832.txt,8180,3422
dailymail_3834.txt,7159,3083
dailymail_3836.txt,3993,1647
dailymail_3838.txt,5288,2313
dailymail_384.txt,4191,1766
dailymail_3840.txt,5288,2313
dailymail_3842.txt,4820,2048
dailymail_3844.txt,5348,2478
dailymail_3846.txt,6068,2814
dailymail_3848.txt,9860,3954
dailymail_3850.txt,9860,3954
dailymail_3852.txt,1809,859
dailymail_3854.txt,4437,2087
dailymail_3856.txt,5464,2370
dailymail_3858.txt,16954,6276
dailymail_386.txt,5666,2481
dailymail_3860.txt,16954,6276
dailymail_3862.txt,4485,2007
dailymail_3864.txt,5844,2368
dailymail_3866.txt,5844,2368
dailymail_3868.txt,6663,2695
dailymail_3870.txt,5848,2211
dailymail_3872.txt,5848,2211
dailymail_3874.txt,2692,1295
dailymail_3876.txt,5100,2178
dailymail_3878.txt,4769,2143
dailymail_388.txt,21010,5287
dailymail_3880.txt,8497,3340
dailymail_3882.txt,6935,3067
dailymail_3884.txt,4386,1988
dailymail_3886.txt,4386,1988
dailymail_3888.txt,14218,5715
dailymail_3890.txt,5431,2144
dailymail_3892.txt,5126,2274
dailymail_3894.txt,4949,2210
dailymail_3896.txt,4949,2210
dailymail_3898.txt,3705,1655
dailymail_390.txt,5545,2470
dailymail_3900.txt,3295,1540
dailymail_3902.txt,5312,2056
dailymail_3904.txt,5312,2056
dailymail_392.txt,15050,5931
dailymail_3924.txt,2677,1260
dailymail_394.txt,15050,5931
dailymail_3940.txt,3339,1603
dailymail_3944.txt,3161,1459
dailymail_3946.txt,5753,2228
dailymail_396.txt,6560,2573
dailymail_3966.txt,6006,2580
dailymail_3968.txt,3251,1540
dailymail_398.txt,5758,2257
dailymail_4.txt,3891,1843
dailymail_40.txt,2287,1167
dailymail_400.txt,13928,5819
dailymail_402.txt,13928,5819
dailymail_404.txt,14409,6277
dailymail_406.txt,5890,2586
dailymail_408.txt,6843,3100
dailymail_410.txt,11665,4050
dailymail_412.txt,4176,2044
dailymail_414.txt,10655,4284
dailymail_416.txt,5689,2417
dailymail_418.txt,3490,1464
dailymail_42.txt,7304,3132
dailymail_420.txt,3490,1464
dailymail_422.txt,3723,1629
dailymail_424.txt,6574,2718
dailymail_426.txt,31657,9398
dailymail_428.txt,31657,9398
dailymail_430.txt,10420,4715
dailymail_432.txt,6555,3010
dailymail_434.txt,2598,1253
dailymail_436.txt,3034,1380
dailymail_438.txt,8364,2825
dailymail_44.txt,7626,3001
dailymail_440.txt,5197,2092
dailymail_442.txt,16154,6317
dailymail_444.txt,5311,2509
dailymail_446.txt,4207,1820
dailymail_448.txt,8817,3917
dailymail_450.txt,6084,2668
dailymail_452.txt,4899,2229
dailymail_454.txt,6998,2728
dailymail_456.txt,30373,11646
dailymail_458.txt,4286,1876
dailymail_46.txt,2281,1194
dailymail_460.txt,4509,2058
dailymail_462.txt,12225,3691
dailymail_464.txt,4058,1781
dailymail_466.txt,6121,2020
dailymail_468.txt,4505,2007
dailymail_470.txt,7815,2275
dailymail_472.txt,8551,3109
dailymail_474.txt,3906,1600
dailymail_476.txt,6271,2485
dailymail_478.txt,7287,2740
dailymail_48.txt,3316,1603
dailymail_480.txt,5830,2529
dailymail_482.txt,9285,3232
dailymail_484.txt,4516,2003
dailymail_486.txt,6000,2163
dailymail_488.txt,8165,3173
dailymail_490.txt,6445,2703
dailymail_492.txt,4452,1911
dailymail_494.txt,4727,2085
dailymail_496.txt,4922,2271
dailymail_498.txt,13856,5058
dailymail_50.txt,2947,1489
dailymail_500.txt,3902,1742
dailymail_502.txt,3221,1230
dailymail_504.txt,5408,2091
dailymail_506.txt,5756,2343
dailymail_508.txt,1843,859
dailymail_510.txt,6946,2713
dailymail_512.txt,5894,2356
dailymail_514.txt,2132,1055
dailymail_516.txt,3071,1466
dailymail_518.txt,6403,2324
dailymail_52.txt,2365,1198
dailymail_520.txt,12635,4979
dailymail_522.txt,5869,2383
dailymail_524.txt,2660,1182
dailymail_526.txt,3645,1557
dailymail_528.txt,8476,3141
dailymail_530.txt,6837,2653
dailymail_532.txt,3749,1412
dailymail_534.txt,4065,1674
dailymail_536.txt,8849,3851
dailymail_538.txt,3247,1360
dailymail_54.txt,4602,2345
dailymail_540.txt,6266,2857
dailymail_542.txt,5550,2431
dailymail_544.txt,3116,1590
dailymail_546.txt,3659,1562
dailymail_548.txt,7195,3057
dailymail_550.txt,4243,2113
dailymail_552.txt,3193,1297
dailymail_554.txt,4232,1510
dailymail_556.txt,5219,2538
dailymail_558.txt,5034,2088
dailymail_56.txt,2426,1167
dailymail_560.txt,7292,3281
dailymail_562.txt,4404,2072
dailymail_564.txt,7174,3305
dailymail_566.txt,6836,3143
dailymail_568.txt,6990,3207
dailymail_570.txt,7044,3050
dailymail_572.txt,7093,3216
dailymail_574.txt,6539,2826
dailymail_576.txt,7828,3251
dailymail_578.txt,7424,3264
dailymail_58.txt,2900,1531
dailymail_580.txt,1731,964
dailymail_582.txt,3726,1747
dailymail_584.txt,4276,1925
dailymail_586.txt,2265,1025
dailymail_588.txt,2204,1052
dailymail_590.txt,4073,1867
dailymail_592.txt,10829,4512
dailymail_594.txt,2208,1073
dailymail_596.txt,1725,856
dailymail_598.txt,3692,1621
dailymail_6.txt,2507,1122
dailymail_60.txt,1423,754
dailymail_600.txt,2539,1257
dailymail_602.txt,1393,745
dailymail_604.txt,5088,2078
dailymail_606.txt,4658,1836
dailymail_608.txt,2488,1136
dailymail_610.txt,5929,2590
dailymail_612.txt,5929,2590
dailymail_614.txt,901,475
dailymail_616.txt,4595,2309
dailymail_618.txt,5527,2388
dailymail_62.txt,2466,1215
dailymail_620.txt,2482,1264
dailymail_622.txt,2606,1231
dailymail_624.txt,6768,2647
dailymail_626.txt,6445,2703
dailymail_628.txt,3603,1698
dailymail_630.txt,12239,5151
dailymail_632.txt,4750,1953
dailymail_634.txt,3284,1732
dailymail_636.txt,2215,1052
dailymail_638.txt,3894,1915
dailymail_64.txt,1343,722
dailymail_640.txt,3894,1915
dailymail_642.txt,4345,2007
