filename,original_size,compressed_size,compression_ratio
dailymail_1706.txt,1175,697,0.4068085106382979
dailymail_1708.txt,10133,4478,0.5580775683410639
dailymail_1710.txt,4886,2401,0.5085959885386819
dailymail_1712.txt,6633,3252,0.5097241067390321
dailymail_1714.txt,12120,5153,0.5748349834983498
dailymail_1716.txt,2932,1574,0.4631650750341064
dailymail_1718.txt,6039,2739,0.5464480874316939
dailymail_172.txt,1964,979,0.5015274949083504
dailymail_1720.txt,11119,4911,0.5583235902509218
dailymail_1722.txt,5001,2459,0.5082983403319337
dailymail_1726.txt,7342,3276,0.5538000544810678
dailymail_1728.txt,7738,3551,0.5410958904109588
dailymail_1730.txt,5633,2385,0.5766021658086278
dailymail_1732.txt,9461,4180,0.5581862382412007
dailymail_1734.txt,6948,2767,0.6017559009786989
dailymail_1736.txt,4281,1924,0.5505722961924784
dailymail_1738.txt,5660,2545,0.5503533568904594
dailymail_174.txt,4524,1847,0.5917329796640142
dailymail_1740.txt,6783,3155,0.5348665782102315
dailymail_1742.txt,4016,1925,0.5206673306772909
dailymail_1744.txt,10098,4344,0.5698158051099227
dailymail_1748.txt,5535,2758,0.5017163504968383
dailymail_1750.txt,5694,2487,0.5632244467860906
dailymail_1752.txt,5903,2714,0.540233779434186
dailymail_1754.txt,8203,3730,0.5452883091551871
dailymail_1756.txt,7335,3714,0.4936605316973415
dailymail_1758.txt,7335,3714,0.4936605316973415
dailymail_176.txt,2176,1181,0.4572610294117647
dailymail_1760.txt,11871,5031,0.576194086429113
dailymail_1762.txt,9348,3825,0.5908215661103979
dailymail_1764.txt,8404,3675,0.5627082341742027
dailymail_1766.txt,2299,1301,0.43410178338408
dailymail_1768.txt,20151,7859,0.6099945412138356
dailymail_1770.txt,1881,989,0.4742158426368953
dailymail_1772.txt,2673,1241,0.535727646838758
dailymail_1774.txt,6005,2898,0.5174021648626145
dailymail_1776.txt,6509,2604,0.5999385466277463
dailymail_1778.txt,7626,3549,0.5346184107002361
dailymail_178.txt,5411,2485,0.5407503234152652
dailymail_1780.txt,7156,3503,0.5104807154835103
dailymail_1782.txt,7644,3619,0.5265567765567766
dailymail_1784.txt,7644,3619,0.5265567765567766
dailymail_1786.txt,6305,3166,0.4978588421887391
dailymail_1788.txt,3237,1560,0.5180722891566265
dailymail_1790.txt,8227,3939,0.5212106478667802
dailymail_1792.txt,8227,3939,0.5212106478667802
dailymail_1794.txt,4574,2103,0.5402273721031919
dailymail_1796.txt,3901,1883,0.5173032555754935
dailymail_1798.txt,4044,2051,0.49282888229475763
dailymail_18.txt,3118,1455,0.5333547145606158
dailymail_180.txt,2919,1383,0.526207605344296
dailymail_1802.txt,4452,2043,0.5411051212938005
dailymail_1804.txt,5742,2806,0.511320097526994
dailymail_1806.txt,5742,2806,0.511320097526994
dailymail_1810.txt,8695,4180,0.5192639447958597
dailymail_1812.txt,7037,3282,0.5336080716214295
dailymail_1814.txt,23565,9509,0.5964778272862296
dailymail_1816.txt,5219,2689,0.48476719678099256
dailymail_1818.txt,14460,6403,0.5571922544951591
dailymail_182.txt,2941,1413,0.5195511730703842
dailymail_1820.txt,14460,6403,0.5571922544951591
dailymail_1822.txt,9456,3978,0.5793147208121827
dailymail_1824.txt,7645,3434,0.5508175277959451
dailymail_1826.txt,5359,2588,0.5170740809852584
dailymail_1828.txt,9225,3731,0.5955555555555556
dailymail_1830.txt,4044,2156,0.466864490603363
dailymail_1832.txt,8817,3843,0.5641374617216741
dailymail_1834.txt,10172,4528,0.5548564687377113
dailymail_1836.txt,10172,4528,0.5548564687377113
dailymail_1838.txt,5518,2635,0.5224719101123596
dailymail_184.txt,2435,1165,0.5215605749486654
dailymail_1840.txt,5799,2574,0.5561303673047078
dailymail_1842.txt,8164,3564,0.5634492895639392
dailymail_1844.txt,8164,3564,0.5634492895639392
dailymail_1846.txt,5108,2313,0.5471808927173062
dailymail_1848.txt,5108,2313,0.5471808927173062
dailymail_1850.txt,6419,2681,0.5823336968375137
dailymail_1852.txt,4929,2496,0.4936092513694461
dailymail_1856.txt,4532,1940,0.5719329214474845
dailymail_1858.txt,8342,3617,0.5664109326300648
dailymail_186.txt,3518,1588,0.5486071631608869
dailymail_1860.txt,7919,3647,0.5394620532895568
dailymail_1862.txt,13138,5928,0.5487897701324402
dailymail_1864.txt,7605,3782,0.5026955950032873
dailymail_1866.txt,6779,3211,0.5263313173034371
dailymail_1868.txt,7989,3509,0.5607710602077858
dailymail_1870.txt,1641,849,0.4826325411334552
dailymail_1872.txt,4368,2069,0.5263278388278388
dailymail_1874.txt,3986,1932,0.5153035624686402
dailymail_1878.txt,11117,4967,0.5532068003957902
dailymail_188.txt,3061,1578,0.48448219536099313
dailymail_1880.txt,2191,1108,0.494294842537654
dailymail_1882.txt,4863,2169,0.553979025293029
dailymail_1884.txt,3264,1645,0.49601715686274506
dailymail_1886.txt,6339,2791,0.5597097333964347
dailymail_1888.txt,2628,1313,0.5003805175038052
dailymail_1890.txt,4898,2370,0.5161290322580645
dailymail_1892.txt,5697,2857,0.49850798665964546
dailymail_1894.txt,12441,5425,0.5639418053211156
dailymail_1896.txt,2627,1351,0.4857251617814998
dailymail_1898.txt,4358,2096,0.5190454336851766
dailymail_190.txt,2758,1389,0.4963741841914431
dailymail_1900.txt,4814,2197,0.5436227669297882
dailymail_1902.txt,4814,2197,0.5436227669297882
dailymail_1904.txt,5476,2570,0.5306793279766253
dailymail_1906.txt,2531,1241,0.50967996839194
dailymail_1908.txt,3359,1636,0.5129502828222685
dailymail_1910.txt,5258,2483,0.5277672118676302
dailymail_1912.txt,6726,3085,0.5413321439191199
dailymail_1914.txt,1952,987,0.49436475409836067
dailymail_1916.txt,3174,1516,0.5223692501575299
dailymail_1918.txt,6160,2784,0.5480519480519481
dailymail_192.txt,2715,1161,0.5723756906077349
dailymail_1920.txt,2638,1200,0.5451099317664898
dailymail_1922.txt,6475,2912,0.5502702702702702
dailymail_1924.txt,5002,2435,0.5131947221111555
dailymail_1926.txt,2969,1415,0.5234085550690468
dailymail_1928.txt,4728,2083,0.5594331641285957
dailymail_1930.txt,4283,2066,0.5176278309596077
dailymail_1932.txt,4432,1995,0.5498646209386282
dailymail_1934.txt,3921,1744,0.5552155062484061
dailymail_1936.txt,4545,2114,0.5348734873487349
dailymail_1938.txt,7292,3132,0.5704882062534284
dailymail_194.txt,3014,1354,0.5507631055076311
dailymail_1942.txt,1838,930,0.4940152339499456
dailymail_1944.txt,4053,1977,0.5122131754256107
dailymail_1946.txt,510,346,0.32156862745098036
dailymail_1948.txt,5418,2565,0.526578073089701
dailymail_1950.txt,5999,2879,0.520086681113519
dailymail_1952.txt,8649,4187,0.515897791652214
dailymail_1954.txt,4243,2058,0.5149658260664625
dailymail_1956.txt,2319,1233,0.4683053040103493
dailymail_196.txt,2424,1170,0.5173267326732673
dailymail_1960.txt,6211,3151,0.49267428755433906
dailymail_1962.txt,561,371,0.338680926916221
dailymail_1964.txt,1776,889,0.4994369369369369
dailymail_1966.txt,3319,1676,0.4950286230792408
dailymail_1968.txt,6327,3191,0.4956535482851272
dailymail_1970.txt,10658,5016,0.529367611184087
dailymail_1972.txt,811,503,0.3797780517879161
dailymail_1974.txt,651,405,0.37788018433179726
dailymail_1978.txt,6014,2590,0.5693382108413702
dailymail_198.txt,3393,1691,0.5016209843796051
dailymail_1980.txt,6419,2642,0.5884094095653529
dailymail_1982.txt,6419,2642,0.5884094095653529
dailymail_1984.txt,5492,2045,0.6276402039329935
dailymail_1986.txt,10237,4150,0.5946077952525154
dailymail_1988.txt,4612,2073,0.550520381613183
dailymail_1990.txt,2313,1167,0.49546044098573283
dailymail_1992.txt,5122,2005,0.6085513471300273
dailymail_1994.txt,3276,1292,0.6056166056166057
dailymail_1996.txt,6084,2650,0.5644312952005259
dailymail_1998.txt,3018,1497,0.5039761431411531
dailymail_2.txt,6252,2660,0.5745361484325016
dailymail_20.txt,2503,1253,0.49940071913703554
dailymail_200.txt,2499,1178,0.5286114445778312
dailymail_2000.txt,3278,1411,0.5695546064673582
dailymail_2002.txt,30373,11628,0.6171599776116946
dailymail_2004.txt,4922,2253,0.5422592442096709
dailymail_2006.txt,6151,2729,0.5563323036904568
dailymail_2008.txt,8559,3335,0.6103516765977334
dailymail_2010.txt,4282,1882,0.560485754320411
dailymail_2012.txt,27494,9750,0.6453771732014257
dailymail_2014.txt,27494,9750,0.6453771732014257
dailymail_2016.txt,2892,1386,0.5207468879668049
dailymail_2018.txt,2892,1386,0.5207468879668049
dailymail_202.txt,6884,3160,0.5409645554909936
dailymail_2020.txt,6837,2635,0.614597045487787
dailymail_2022.txt,4243,2095,0.5062455809568701
dailymail_2024.txt,7998,3219,0.5975243810952738
dailymail_2026.txt,4705,1927,0.5904357066950053
dailymail_2028.txt,2424,1146,0.5272277227722773
dailymail_2030.txt,5474,2637,0.5182681768359518
dailymail_2032.txt,13002,5462,0.5799107829564683
dailymail_2034.txt,9337,3786,0.5945164399700118
dailymail_2036.txt,8706,3671,0.5783367792327131
dailymail_2038.txt,6098,2938,0.5182026894063627
dailymail_204.txt,2986,1415,0.5261219022103147
dailymail_2040.txt,5759,2401,0.5830873415523528
dailymail_2042.txt,3588,1709,0.5236900780379041
dailymail_2044.txt,3588,1709,0.5236900780379041
dailymail_2046.txt,7292,3263,0.5525233132199671
dailymail_2048.txt,6574,3075,0.5322482506845148
dailymail_2050.txt,5550,2413,0.5652252252252252
dailymail_2052.txt,11950,5113,0.5721338912133891
dailymail_2054.txt,11950,5113,0.5721338912133891
dailymail_2056.txt,10382,4379,0.5782122905027933
dailymail_2058.txt,6951,3223,0.5363257085311466
dailymail_206.txt,3415,1590,0.5344070278184481
dailymail_2060.txt,6819,3395,0.502126411497287
dailymail_2062.txt,3247,1342,0.5866954111487527
dailymail_2064.txt,6934,3009,0.5660513412171906
dailymail_2066.txt,6934,3009,0.5660513412171906
dailymail_2068.txt,2628,1290,0.5091324200913242
dailymail_2070.txt,7008,2770,0.6047374429223744
dailymail_2072.txt,2592,1161,0.5520833333333333
dailymail_2074.txt,3749,1394,0.6281675113363563
dailymail_2076.txt,11511,4586,0.6015984710277127
dailymail_2078.txt,4645,2054,0.5578040904198063
dailymail_208.txt,4532,2083,0.5403795233892321
dailymail_2080.txt,10237,4150,0.5946077952525154
dailymail_2082.txt,3587,1708,0.5238360747142459
dailymail_2084.txt,12627,5617,0.5551595786806051
dailymail_2086.txt,8296,3808,0.540983606557377
dailymail_2088.txt,4154,2009,0.5163697640828118
dailymail_2090.txt,4763,2068,0.5658198614318707
dailymail_2092.txt,4455,1848,0.5851851851851853
dailymail_2094.txt,6431,2776,0.5683408490125952
dailymail_2096.txt,8430,3622,0.570344009489917
dailymail_2098.txt,4178,1396,0.665868836764002
dailymail_210.txt,3160,1450,0.5411392405063291
dailymail_2100.txt,7014,3074,0.5617336755061306
dailymail_2102.txt,10371,4061,0.6084273454825957
dailymail_2104.txt,10371,4061,0.6084273454825957
dailymail_2106.txt,5343,2061,0.6142616507580011
dailymail_2108.txt,6000,2258,0.6236666666666666
dailymail_2110.txt,4405,2144,0.5132803632236096
dailymail_2112.txt,4554,1974,0.5665349143610013
dailymail_2114.txt,7877,3924,0.5018408023359147
dailymail_2116.txt,11671,5098,0.5631908148402023
dailymail_2118.txt,9452,4089,0.567393144308083
dailymail_212.txt,28776,10325,0.6411940505977203
dailymail_2120.txt,6114,2871,0.5304219823356231
dailymail_2122.txt,6114,2871,0.5304219823356231
dailymail_2124.txt,7739,3710,0.5206098979196279
dailymail_2126.txt,10284,4765,0.5366588875923766
dailymail_2128.txt,6946,3260,0.5306651310106536
dailymail_2130.txt,6404,2767,0.5679262960649594
